policy_name,weekday,signal_count,long_count,short_count,overlap_count,median_future_return_60m,mean_future_return_60m,positive_rate_60m,median_mfe_60m,median_mae_60m,median_future_return_120m,mean_future_return_120m,positive_rate_120m,median_mfe_120m,median_mae_120m,median_future_return_240m,mean_future_return_240m,positive_rate_240m,median_mfe_240m,median_mae_240m,median_future_return_480m,mean_future_return_480m,positive_rate_480m,median_mfe_480m,median_mae_480m
htf_1h_15m_structure_strict_vol_cap,1,194,120,74,719,-0.00012834074914086502,-8.292328000575161e-05,0.4793814432989691,0.002255179980747535,0.0033721056861691356,-4.590450975183735e-05,-0.00015883531453151517,0.4793814432989691,0.003836677923436671,0.004264950372125431,-0.0005890870618445732,-0.00011324921954533807,0.42783505154639173,0.008133717178446687,0.006517635579348036,0.0011708356385837781,0.00026526211342073764,0.5412371134020618,0.0151238925983459,0.009949970585976242
htf_1h_15m_structure_strict_vol_cap,2,263,187,76,1200,-0.0003552631578948029,-0.0004542418550281407,0.44106463878326996,0.002589518294239257,0.002981255857544607,-0.0002507408722067783,-0.0004591085243046947,0.46387832699619774,0.004091717163993813,0.004276793132626522,-0.0015696971256529135,-0.0012828515476339996,0.38783269961977185,0.0067270538934898205,0.006421357866321475,-0.002355132109638558,-0.0019088213755564848,0.4068441064638783,0.011914944290759788,0.012192781526651375
htf_1h_15m_structure_strict_vol_cap,3,312,240,72,1487,-0.00026157439846385966,-0.00012756287026363276,0.4551282051282051,0.0021839167618948885,0.0028221144424817046,-0.0005631943353858748,-0.0002632572351635233,0.4326923076923077,0.0031587298421427157,0.004208036910288482,-0.0005585597668646969,5.3941228205514684e-05,0.47115384615384615,0.0045182382554734835,0.006436362036410348,-9.275809934228274e-05,-4.8033054695363655e-05,0.4967948717948718,0.01373812699945376,0.011090702269447139
htf_1h_15m_structure_strict_vol_cap,4,277,180,97,1127,-0.0006120717632791539,-0.0007035116988009629,0.4332129963898917,0.0022738727785494017,0.003328410969891671,-0.0010301919552426764,-0.001269288712102507,0.3898916967509025,0.0036254694657316122,0.004895286607838889,-0.0015811295845538087,-0.0017974527819690882,0.3935018050541516,0.009514285714285808,0.009369957124444883,-0.0013908526805644916,-0.000737918857002845,0.45126353790613716,0.01579073427769795,0.011811295956835943
htf_1h_15m_structure_strict_vol_cap,5,298,137,161,1528,-0.00038652879641259963,-3.5051231697425935e-05,0.4228187919463087,0.0019898471390209505,0.0022915087126961775,-0.0003748369234859439,0.00011443835655092197,0.4161073825503356,0.0032554435611882315,0.0030607421802253953,-0.0005218900865037179,0.0001737207729969471,0.4228187919463087,0.006364841297845425,0.004567797766664494,-0.0011260168625988332,0.0007973233694536739,0.43288590604026844,0.01354513476312047,0.007960113309621819
htf_1h_15m_structure_strict_vol_cap,6,322,175,147,1647,-2.0854292470506852e-05,-0.0002259281556429521,0.484472049689441,0.001852296058437064,0.0021780084669004163,-5.1737635832271867e-05,-0.00033854372848294754,0.4782608695652174,0.002863089420836018,0.003410610440552686,-0.00016320964726118659,-0.000215140554474211,0.4813664596273292,0.005872272488508634,0.00528600087013309,0.0002202151804621133,0.0012352254269377126,0.5124223602484472,0.013466188766568243,0.008806780081270671
htf_1h_15m_structure_with_vol_cap,0,378,220,158,2062,-0.0003740408798636463,-0.00033688690602358575,0.4523809523809524,0.0026570195359952864,0.002910527805279395,-0.0003654428575062263,-0.0003770550009913405,0.4603174603174603,0.004017719671186026,0.004251303987551358,-0.0001744340265956712,-0.0006193318126256739,0.48677248677248675,0.009812995993094153,0.00648002377163337,-0.0015728642792972591,-0.0019190083782557655,0.47354497354497355,0.016242896140098995,0.014434490063779504
htf_1h_15m_structure_with_vol_cap,1,329,204,125,1653,1.160488836582374e-05,0.00040322373043530683,0.5015197568389058,0.0028769716088328234,0.0032537960954447387,0.0002733600506221734,0.0005541318669968628,0.5379939209726444,0.004728434504792434,0.004429478359524008,-0.00018644957983193766,0.0006907051251737763,0.48328267477203646,0.01035869623946395,0.006819341596943973,0.000520675759366318,0.0013043219611178632,0.5288753799392097,0.016068543451652317,0.009964764632817036
htf_1h_15m_structure_with_vol_cap,2,417,272,145,2616,-0.0003552631578948029,-0.00026944830374197616,0.4556354916067146,0.0025976393382856067,0.0031650555939960467,-0.0007024849346604078,-0.0007611094004271362,0.4196642685851319,0.004015920576002863,0.004748667000865847,-0.0018005845486090966,-0.0014049671461346266,0.38369304556354916,0.00660714331569201,0.007818648417450835,-0.001967154055984466,-0.001082637876290073,0.42206235011990406,0.012450948047971977,0.012372327266301442
htf_1h_15m_structure_with_vol_cap,3,465,344,121,3119,-0.00013078078913686397,0.00011472854416714124,0.4752688172043011,0.0024778280353916493,0.002799199296809607,-0.0002636203866431819,0.00015017698572094426,0.4774193548387097,0.003729009497773994,0.004130017246577022,0.00012194469325632618,0.00043647601115045115,0.5096774193548387,0.006085716175688205,0.0063436657982051115,0.0007377037676399301,0.0006563396742302687,0.5290322580645161,0.015942312286874705,0.011056956833748521
htf_1h_15m_structure_with_vol_cap,4,492,319,173,3261,-0.00020320247162458616,-0.00016674918691979797,0.46747967479674796,0.0028588608894086764,0.003381836694942797,-0.0006175666949793657,-0.0005768901779443812,0.44308943089430897,0.004370975477766326,0.004917645835377016,-0.0012591927472571096,-0.0009937862613498218,0.41260162601626016,0.01054819972137555,0.008726521528746034,-0.0016926465033049176,-0.0013377147212900067,0.42073170731707316,0.01600287637422315,0.0117419250860345
