policy_name,direction,trade_count,long_count,short_count,gross_pnl,net_pnl,no_cost_net_pnl,fee_total,slippage_total,win_rate,profit_factor,avg_win,avg_loss,avg_trade_net_pnl,median_trade_net_pnl,max_drawdown,max_ddpercent,return_drawdown_ratio,sharpe_like,avg_holding_minutes,median_holding_minutes,top_5pct_trade_pnl_contribution,best_trade,worst_trade,cost_drag
tf_4h_donchian_20_10_atr4,long,15,15,0,-1.8679600000000007,-2.0234152500000007,-1.8679600000000007,0.15485525,0.0006000000000000001,0.26666666666666666,0.47508662484104813,0.4578362674999996,-0.3504327563636363,-0.13489435000000005,-0.2528277049999994,2.031250369999725,0.04062500739999451,-0.9961427108566013,-1.315362277091894,8975.0,6480.0,-0.3343608485702571,0.6765508399999991,-0.58537371,0.15545524999999993
tf_4h_donchian_20_10_atr4,short,14,0,14,-4.9797,-5.123278670000001,-4.9797,0.14301867000000001,0.0005600000000000001,0.07142857142857142,0.016182067299431505,0.08426888500000002,-0.40058058115384626,-0.36594847642857153,-0.3099374275,5.207547555000019,0.10415095110000037,-0.9838179327005651,-5.526233743524227,5228.571428571428,4560.0,-0.01644823372451844,0.08426888500000002,-0.8551604100000001,0.14357867000000102
tf_4h_donchian_20_10_atr5,long,15,15,0,-2.1749500000000004,-2.330146035,-2.1749500000000004,0.15459603499999997,0.0006000000000000001,0.26666666666666666,0.4016206300079176,0.3909872087499999,-0.3540086245454545,-0.155343069,-0.2528277049999994,2.3301460350003254,0.0466029207000065,-0.9999999999998603,-1.6007916811291374,9439.0,6480.0,-0.2903469696052759,0.6765508399999991,-0.58537371,0.15519603499999945
tf_4h_donchian_20_10_atr5,short,13,0,13,-4.99036,-5.123376030000001,-4.99036,0.13249603000000001,0.0005200000000000001,0.0,0.0,,-0.39410584846153857,-0.39410584846153857,-0.3072013750000006,5.123376030000145,0.1024675206000029,-0.9999999999999719,-6.291425492297011,6018.461538461538,4320.0,0.021027411294657763,-0.10773133500000087,-0.9424640399999992,0.13301603000000117
tf_4h_donchian_20_with_risk_filters_atr3,long,1,1,0,-0.25475000000000003,-0.265216875,-0.25475000000000003,0.010426874999999999,4e-05,0.0,0.0,,-0.265216875,-0.265216875,-0.265216875,0.2652168750000783,0.005304337500001566,-0.9999999999997049,,11040.0,11040.0,1.0,-0.265216875,-0.265216875,0.010466874999999987
tf_4h_donchian_20_with_risk_filters_atr3,short,3,0,3,-1.161440000000001,-1.191803510000001,-1.161440000000001,0.03024351,0.00012000000000000002,0.0,0.0,,-0.39726783666666704,-0.39726783666666704,-0.35548299000000033,1.1918035099997724,0.023836070199995448,-1.0000000000001918,-8.1274505384168,5440.0,4560.0,0.26933130948741685,-0.32099,-0.5153305200000007,0.03036351000000015
tf_4h_donchian_20_with_risk_filters_atr4,long,1,1,0,-0.45148999999999945,-0.4618585049999994,-0.45148999999999945,0.010328505,4e-05,0.0,0.0,,-0.4618585049999994,-0.4618585049999994,-0.4618585049999994,0.4618585050002366,0.009237170100004733,-0.9999999999994864,,11280.0,11280.0,1.0,-0.4618585049999994,-0.4618585049999994,0.010368504999999972
tf_4h_donchian_20_with_risk_filters_atr4,short,3,0,3,-1.1599800000000005,-1.1903427800000004,-1.1599800000000005,0.030242780000000004,0.00012000000000000002,0.0,0.0,,-0.3967809266666668,-0.3967809266666668,-0.35402225999999976,1.1903427799998099,0.023806855599996197,-1.00000000000016,-8.094279133502665,5920.0,4560.0,0.26966181959788077,-0.32099,-0.5153305200000007,0.030362779999999923
tf_4h_donchian_20_with_risk_filters_atr5,long,1,1,0,-0.45148999999999945,-0.4618585049999994,-0.45148999999999945,0.010328505,4e-05,0.0,0.0,,-0.4618585049999994,-0.4618585049999994,-0.4618585049999994,0.4618585050002366,0.009237170100004733,-0.9999999999994864,,11280.0,11280.0,1.0,-0.4618585049999994,-0.4618585049999994,0.010368504999999972
tf_4h_donchian_20_with_risk_filters_atr5,short,3,0,3,-1.1758400000000009,-1.206210710000001,-1.1758400000000009,0.03025071,0.00012000000000000002,0.0,0.0,,-0.402070236666667,-0.402070236666667,-0.3698901900000003,1.2062107100000503,0.024124214200001003,-0.9999999999999591,-8.437422673393154,7600.0,4560.0,0.2661143673645542,-0.32099,-0.5153305200000007,0.030370710000000134
tf_4h_ema_cross_atr_trail_atr3,long,37,37,0,1.2104500000000014,0.8034788650000014,1.2104500000000014,0.40549113500000006,0.0014800000000000006,0.21621621621621623,1.2956546252048164,0.4401381793750002,-0.09371126103448278,0.02171564500000004,-0.061009170000000584,1.1426820500000758,0.022844749088443733,0.7031517341153194,0.4689324683796622,4287.5675675675675,1920.0,2.230411978540341,0.9367028550000006,-0.3609046949999994,0.40697113499999993
tf_4h_ema_cross_atr_trail_atr3,short,37,0,37,-2.82094,-3.1763893699999994,-2.82094,0.35396937,0.0014800000000000006,0.1891891891891892,0.3452676586625203,0.23929179071428588,-0.16171439683333338,-0.08584836135135133,-0.09223069500000058,3.1763893699999244,0.06352778739999848,-1.0000000000000235,-2.4927269884781467,2516.7567567567567,960.0,-0.34804590093436844,0.6983998050000005,-0.42772679999999885,0.35544936999999965
tf_4h_ema_cross_atr_trail_atr4,long,37,37,0,1.2104500000000014,0.8034788650000014,1.2104500000000014,0.40549113500000006,0.0014800000000000006,0.21621621621621623,1.2956546252048164,0.4401381793750002,-0.09371126103448278,0.02171564500000004,-0.061009170000000584,1.1426820500000758,0.022844749088443733,0.7031517341153194,0.4689324683796622,4287.5675675675675,1920.0,2.230411978540341,0.9367028550000006,-0.3609046949999994,0.40697113499999993
tf_4h_ema_cross_atr_trail_atr4,short,37,0,37,-3.4048800000000012,-3.7606213400000006,-3.4048800000000012,0.35426134000000004,0.0014800000000000006,0.1891891891891892,0.22484301261155185,0.15583008071428578,-0.16171439683333338,-0.1016384145945946,-0.09223069500000058,3.760621340000398,0.07521242680000796,-0.9999999999998943,-3.688511270889417,2523.2432432432433,960.0,-0.1690850453983757,0.40712949500000034,-0.42772679999999885,0.35574133999999935
tf_4h_ema_cross_atr_trail_atr5,long,37,37,0,1.2104500000000014,0.8034788650000014,1.2104500000000014,0.40549113500000006,0.0014800000000000006,0.21621621621621623,1.2956546252048164,0.4401381793750002,-0.09371126103448278,0.02171564500000004,-0.061009170000000584,1.1426820500000758,0.022844749088443733,0.7031517341153194,0.4689324683796622,4287.5675675675675,1920.0,2.230411978540341,0.9367028550000006,-0.3609046949999994,0.40697113499999993
tf_4h_ema_cross_atr_trail_atr5,short,37,0,37,-3.4048800000000012,-3.7606213400000006,-3.4048800000000012,0.35426134000000004,0.0014800000000000006,0.1891891891891892,0.22484301261155185,0.15583008071428578,-0.16171439683333338,-0.1016384145945946,-0.09223069500000058,3.760621340000398,0.07521242680000796,-0.9999999999998943,-3.688511270889417,2523.2432432432433,960.0,-0.1690850453983757,0.40712949500000034,-0.42772679999999885,0.35574133999999935
