exit_variant,oracle,source_policy,trade_count,no_cost_pnl,cost_aware_pnl,funding_adjusted_pnl,funding_events_count,funding_data_complete,win_rate,profit_factor,max_drawdown,largest_symbol_pnl_share,top_5pct_trade_pnl_contribution,avg_captured_fraction,early_exit_share,late_entry_share,avg_hold_bars,max_hold_bars_used,exit_reason_distribution
health_no_energy,False,v3_ensemble_core,1154,-3.7082499999999996,-7.01529364999999,-7.578708111033293,3879,True,0.3951473136915078,0.7620247243819623,9.212276699577938,0.4184870097158216,-2.238638986849948,0.15370105673710172,0.7504332755632582,0.4506065857885615,5.925476603119584,50,"{""hard_drawdown"": 39, ""health_deterioration"": 1113, ""max_hold_bars"": 2}"
oracle_hold_to_trend_end,True,v3_1d_donchian_20_10_atr4,89,-11.748230000000001,-11.981375594999998,-12.460287290722217,10512,True,0.42696629213483145,0.5952419841708957,14.245443163655048,0.8343837180045056,-0.8923130186509834,0.7717035134399227,0.2696629213483146,0.30337078651685395,39.37078651685393,183,"{""oracle_hold_to_trend_end"": 89}"
oracle_hold_to_trend_end,True,v3_1d_donchian_55_20_atr5,43,2.4001099999999997,2.2879854249999996,1.4807541691370967,6357,True,0.3488372093023256,1.1732127051837575,3.0601830529591547,0.7312334722850768,3.685811284842051,0.8805807091805967,0.13953488372093023,0.16279069767441862,49.27906976744186,178,"{""oracle_hold_to_trend_end"": 43}"
oracle_hold_to_trend_end,True,v3_1d_ema_50_200_atr5,162,-25.139229999999998,-25.64230091,-28.033040060404414,19743,True,0.5123456790123457,0.5754179297087028,35.64275326583502,0.37165063206560667,-0.7350738711006755,0.6744372828986559,0.3395061728395062,0.4506172839506173,40.623456790123456,144,"{""oracle_hold_to_trend_end"": 162}"
oracle_hold_to_trend_end,True,v3_4h_donchian_100_30_atr5,170,-9.577540000000003,-10.03301897,-10.353166657712215,5003,True,0.4176470588235294,0.6467349051660898,12.614203141380031,0.5095656040589648,-1.19656209222152,0.9665960434875177,0.03529411764705882,0.041176470588235294,58.870588235294115,310,"{""oracle_hold_to_trend_end"": 170}"
oracle_hold_to_trend_end,True,v3_4h_donchian_20_10_atr4,517,-27.04002,-28.35894659999999,-28.983163644767732,9184,True,0.379110251450677,0.5139741851805095,29.73477136357326,0.5170386604509497,-0.6871012810651266,0.8106711266308062,0.2127659574468085,0.2727272727272727,35.54545454545455,200,"{""oracle_hold_to_trend_end"": 517}"
oracle_hold_to_trend_end,True,v3_4h_donchian_55_20_atr4,278,-22.260139999999996,-23.012533784999995,-23.50900162705035,6726,True,0.4172661870503597,0.49254716828035383,26.9705461368953,0.5516498873921074,-0.6431291307552321,0.9036273624331047,0.10431654676258993,0.12589928057553956,48.43884892086331,327,"{""oracle_hold_to_trend_end"": 278}"
oracle_hold_to_trend_end,True,v3_4h_donchian_55_with_risk_filters,73,4.03688,3.8877286750000004,3.6049436361510057,1573,True,0.4520547945205479,1.6271440335645935,2.5946878798184883,0.674951965811203,1.50842848495433,0.8884550916277605,0.1095890410958904,0.136986301369863,43.28767123287671,217,"{""oracle_hold_to_trend_end"": 73}"
oracle_hold_to_trend_end,True,v3_4h_ema_50_200_atr4,1116,-26.322749999999985,-29.581649434999974,-31.310688738768356,23249,True,0.48655913978494625,0.7715164143998734,41.49188269826995,1.0,-1.875940668524478,0.6670591668475377,0.34050179211469533,0.471326164874552,41.64784946236559,331,"{""oracle_hold_to_trend_end"": 1116}"
oracle_hold_to_trend_end,True,v3_4h_vol_compression_donchian_breakout,349,-14.548089999999998,-15.445479979999995,-15.944052511823543,6218,True,0.4068767908309456,0.548017894412877,16.03012020574644,1.0,-0.7439037982696693,0.784687471148808,0.25501432664756446,0.30945558739255014,35.644699140401144,327,"{""oracle_hold_to_trend_end"": 349}"
oracle_hold_to_trend_end,True,v3_ensemble_core,1154,-42.417139999999996,-45.724183649999986,-47.24276982038179,24151,True,0.4714038128249567,0.670960093724876,52.247952794690114,1.0,-1.1199636791400183,0.678620939596452,0.3327556325823224,0.4506065857885615,41.82582322357019,331,"{""oracle_hold_to_trend_end"": 1154}"
