group,session_type,timeframe,split,symbol,trade_count,long_count,short_count,no_cost_pnl,cost_aware_pnl,funding_pnl,funding_adjusted_pnl,avg_gross_return,win_rate,max_drawdown,max_drawdown_pct
E,reverse_test,1h,validation,SOLUSDT_SWAP_OKX.GLOBAL,25,10,15,772.7037918953216,722.7037918953215,-0.6285650299208,722.0752268654007,0.030908151675812862,0.64,175.43309881575442,0.11212112566994929
E,reverse_test,30m,oos,BTCUSDT_SWAP_OKX.GLOBAL,176,90,86,810.0401804951895,458.0401804951895,-1.0760792467353997,456.9641012484541,0.004602501025540849,0.6079545454545454,84.5654222546832,0.07502603649348016
E,reverse_test,30m,oos,ETHUSDT_SWAP_OKX.GLOBAL,165,88,77,1533.437988517047,1203.437988517047,0.20330757322210002,1203.6412960902694,0.009293563566769981,0.593939393939394,455.6190823477755,0.28439383287250986
E,reverse_test,30m,oos,SOLUSDT_SWAP_OKX.GLOBAL,164,74,90,1755.6808043095068,1427.6808043095068,2.2319701864373,1429.9127744959446,0.010705370757984799,0.5853658536585366,265.04635031259795,0.14966959626756998
E,reverse_test,30m,train,BTCUSDT_SWAP_OKX.GLOBAL,516,242,274,646.9566085920899,-385.04339140791006,-2.4441036346498004,-387.48749504256,0.0012537918771164532,0.48255813953488375,725.906790495998,0.5791623715352936
E,reverse_test,30m,train,ETHUSDT_SWAP_OKX.GLOBAL,515,258,257,722.8166948846981,-307.1833051153017,-0.6354442211160009,-307.8187493364178,0.001403527562882909,0.4601941747572815,951.8257236182444,0.6586077271925176
E,reverse_test,30m,train,SOLUSDT_SWAP_OKX.GLOBAL,502,254,248,6068.6641896094025,5064.6641896094025,-7.8987551320837,5056.765434477318,0.012088972489261758,0.5059760956175299,1527.5287777933718,0.5934590106287677
E,reverse_test,30m,validation,BTCUSDT_SWAP_OKX.GLOBAL,157,79,78,59.448295126906935,-254.55170487309306,-0.6913877283821999,-255.2430926014752,0.00037865156131787876,0.445859872611465,371.7438711204427,0.3566875649231587
E,reverse_test,30m,validation,ETHUSDT_SWAP_OKX.GLOBAL,139,64,75,90.25179807810977,-187.74820192189037,0.5058597429310999,-187.24234217895918,0.000649293511353307,0.45323741007194246,544.6001018173749,0.49717742743467463
E,reverse_test,30m,validation,SOLUSDT_SWAP_OKX.GLOBAL,103,51,52,3859.9885359386117,3653.9885359386117,0.8084475506728003,3654.7969834892842,0.03747561685377293,0.5339805825242718,169.9129472815912,0.11996378052916205
