family,hold_label,symbol,trade_count,no_cost_pnl,cost_aware_pnl,funding_adjusted_pnl,funding_events_count,funding_data_complete,win_rate,profit_factor,max_drawdown,largest_symbol_pnl_share,top_5pct_trade_pnl_contribution
funding_neutral_momentum,fixed_hold_1d,ETHUSDT_SWAP_OKX.GLOBAL,1520,2838.8928807119028,1318.8928807119028,1487.6572084505817,4560,True,0.4743421052631579,1.0731169853808677,1588.025195836589,1.0,6.145123664731289
funding_neutral_momentum,fixed_hold_1d,LINKUSDT_SWAP_OKX.GLOBAL,1773,1154.40833809293,-618.5916619070698,-439.03560325999194,5316,True,0.48336153412295546,0.9851536502193666,1469.4752290159572,1.0,-23.74874389485238
funding_neutral_momentum,fixed_hold_1d,SOLUSDT_SWAP_OKX.GLOBAL,1769,-4089.490844916403,-5858.490844916403,-5800.574407506817,5301,True,0.47484454494064443,0.8388851886874036,6128.00271017464,1.0,-1.9449691626799759
funding_neutral_momentum,fixed_hold_3d,BTCUSDT_SWAP_OKX.GLOBAL,1339,-1461.8634253326418,-2800.8634253326422,-2310.1491776981493,12030,True,0.45182972367438384,0.8957625679270381,2929.6575299792466,1.0,-2.6516829671866824
funding_neutral_momentum,fixed_hold_3d,DOGEUSDT_SWAP_OKX.GLOBAL,1653,10329.4562376912,8676.456237691198,9416.785261076262,14843,True,0.515426497277677,1.231168592939908,3398.4078982404385,1.0,1.7669629418369959
funding_neutral_momentum,fixed_hold_3d,ETHUSDT_SWAP_OKX.GLOBAL,1520,5230.4189166576825,3710.4189166576825,4225.139657493862,13663,True,0.47960526315789476,1.1217342997149629,2171.8384520991394,1.0,3.3948557571514923
funding_neutral_momentum,fixed_hold_3d,LINKUSDT_SWAP_OKX.GLOBAL,1773,2284.9722469633134,511.9722469633134,1105.9890988613483,15930,True,0.485053581500282,1.0221044089107243,5082.915906476257,1.0,15.023958658731082
funding_neutral_momentum,fixed_hold_3d,SOLUSDT_SWAP_OKX.GLOBAL,1769,159.0058520811159,-1609.9941479188838,-1404.35863354417,15890,True,0.4844544940644432,0.9741448854183244,5208.552974431452,1.0,-13.016041783888054
funding_neutral_momentum,fixed_hold_4h,BTCUSDT_SWAP_OKX.GLOBAL,1050,-262.4590806037386,-1312.4590806037386,-1294.5953389827473,471,True,0.41333333333333333,0.7321693031119972,1371.1397721648907,1.0,-1.0998907013146229
funding_neutral_momentum,fixed_hold_4h,DOGEUSDT_SWAP_OKX.GLOBAL,1278,1266.806659681187,-11.193340318813,18.648340711180822,597,True,0.460093896713615,1.001903924932389,1113.8647096723757,1.0,277.7945816317468
