trend_segment_id,symbol,timeframe,direction,start_time,end_time,start_idx,end_idx,duration_bars,duration_days,start_price,end_price,trend_return,mfe,mae,labels,atr_labels,efficiency_labels,has_atr_move,has_efficiency,has_run_length,run_length,max_run_return,max_run_drawdown,run_duration_bars,month,quarter,abs_trend_return,is_major_trend
TOM_ETHUSDT_SWAP_OKX_GLOBAL_4h_00247,ETHUSDT_SWAP_OKX.GLOBAL,4h,up,2026-01-18T15:59:00+08:00,2026-01-19T07:59:00+08:00,6681,6685,5,0.6666666666666666,3301.54,3329.38,0.008432428503062361,0.05926325290621959,-0.018909357451371123,uptrend_2atr,uptrend_2atr,,True,False,False,1,0.013523991834113902,-0.005091563331051541,5,2026-01,2026Q1,0.008432428503062361,False
TOM_ETHUSDT_SWAP_OKX_GLOBAL_4h_00248,ETHUSDT_SWAP_OKX.GLOBAL,4h,up,2026-01-21T07:59:00+08:00,2026-01-25T19:59:00+08:00,6697,6724,28,4.5,2980.58,2976.86,-0.0012480792329009338,0.2803045044924144,-0.057901482261841664,uptrend_2atr;uptrend_3atr;uptrend_5atr,uptrend_2atr;uptrend_3atr;uptrend_5atr,,True,False,False,3,0.02298545920592643,-0.05053043367398291,28,2026-01,2026Q1,0.0012480792329009338,False
TOM_ETHUSDT_SWAP_OKX_GLOBAL_4h_00249,ETHUSDT_SWAP_OKX.GLOBAL,4h,up,2026-01-26T03:59:00+08:00,2026-01-26T19:59:00+08:00,6726,6730,5,0.6666666666666666,2845.0,2920.0,0.026362038664323295,0.2031318101933215,-0.05949033391915637,run_length;uptrend_2atr;uptrend_3atr;uptrend_5atr,uptrend_2atr;uptrend_3atr;uptrend_5atr,,True,False,True,4,0.026362038664323295,0.0,5,2026-01,2026Q1,0.026362038664323295,False
TOM_ETHUSDT_SWAP_OKX_GLOBAL_4h_00250,ETHUSDT_SWAP_OKX.GLOBAL,4h,up,2026-02-02T07:59:00+08:00,2026-02-03T19:59:00+08:00,6769,6778,10,1.5,2299.0,2305.13,0.0026663766855155036,0.22616354936929084,-0.06415832970856894,uptrend_2atr;uptrend_3atr,uptrend_2atr;uptrend_3atr,,True,False,False,3,0.03236189647672916,-0.03714658547194449,10,2026-02,2026Q1,0.0026663766855155036,False
TOM_ETHUSDT_SWAP_OKX_GLOBAL_4h_00251,ETHUSDT_SWAP_OKX.GLOBAL,4h,up,2026-02-05T23:59:00+08:00,2026-02-14T15:59:00+08:00,6791,6843,53,8.666666666666666,2031.82,2081.46,0.02443129804805544,0.3193245464657304,-0.14124774832416254,run_length;uptrend_2atr;uptrend_3atr;uptrend_5atr,uptrend_2atr;uptrend_3atr;uptrend_5atr,,True,False,True,5,0.061471980785699376,-0.11368625173489755,53,2026-02,2026Q1,0.02443129804805544,False
TOM_ETHUSDT_SWAP_OKX_GLOBAL_4h_00135,ETHUSDT_SWAP_OKX.GLOBAL,4h,down,2026-02-10T03:59:00+08:00,2026-02-11T15:59:00+08:00,6816,6825,10,1.5,2152.63,1956.73,0.1001160098736158,0.12436472659086051,-0.11282970656116054,downtrend_2atr;run_length,downtrend_2atr,,True,False,True,4,0.1001160098736158,-0.009489458906441595,10,2026-02,2026Q1,0.1001160098736158,False
TOM_ETHUSDT_SWAP_OKX_GLOBAL_4h_00252,ETHUSDT_SWAP_OKX.GLOBAL,4h,up,2026-02-14T23:59:00+08:00,2026-03-05T15:59:00+08:00,6845,6957,113,18.666666666666668,2079.6,2576.0,0.2386997499519139,0.3348047701481056,-0.11954221965762646,run_length;uptrend_2atr;uptrend_3atr;uptrend_5atr,uptrend_2atr;uptrend_3atr;uptrend_5atr,,True,False,True,6,0.3011877284093094,-0.22280246201192533,113,2026-02,2026Q1,0.2386997499519139,True
TOM_ETHUSDT_SWAP_OKX_GLOBAL_4h_00136,ETHUSDT_SWAP_OKX.GLOBAL,4h,down,2026-02-18T15:59:00+08:00,2026-02-19T07:59:00+08:00,6867,6871,5,0.6666666666666666,2022.4,1947.6,0.03840624358184441,0.04570837642192349,-0.015542780371215814,run_length,,,False,False,True,4,0.03840624358184441,0.0,5,2026-02,2026Q1,0.03840624358184441,False
TOM_ETHUSDT_SWAP_OKX_GLOBAL_4h_00137,ETHUSDT_SWAP_OKX.GLOBAL,4h,down,2026-02-21T19:59:00+08:00,2026-02-24T07:59:00+08:00,6886,6901,16,2.5,2003.85,1891.62,0.05933009801122857,0.09440196613872187,-0.09572331755393793,downtrend_2atr,downtrend_2atr,,True,False,False,2,0.05933009801122857,-0.04763771768037239,16,2026-02,2026Q1,0.05933009801122857,False
TOM_ETHUSDT_SWAP_OKX_GLOBAL_4h_00138,ETHUSDT_SWAP_OKX.GLOBAL,4h,down,2026-02-26T11:59:00+08:00,2026-03-08T19:59:00+08:00,6914,6976,63,10.333333333333334,2668.1,1624.91,0.6419986337704857,0.6572049689440993,-0.03882040160526834,downtrend_2atr;downtrend_3atr;downtrend_5atr;trend_efficiency_20_ge_0.45,downtrend_2atr;downtrend_3atr;downtrend_5atr,trend_efficiency_20_ge_0.45,True,True,False,3,0.6419986337704857,-0.2241420870078541,63,2026-02,2026Q1,0.6419986337704857,True
TOM_ETHUSDT_SWAP_OKX_GLOBAL_4h_00253,ETHUSDT_SWAP_OKX.GLOBAL,4h,up,2026-03-08T19:59:00+08:00,2026-03-20T11:59:00+08:00,6976,7046,71,11.666666666666666,1624.91,2216.74,0.3642232492876527,0.8631862687779632,-0.06133262765322389,run_length;trend_efficiency_20_ge_0.45;trend_efficiency_20_ge_0.60;uptrend_2atr;uptrend_3atr;uptrend_5atr,uptrend_2atr;uptrend_3atr;uptrend_5atr,trend_efficiency_20_ge_0.45;trend_efficiency_20_ge_0.60,True,True,True,5,0.7459428522195075,-0.4240234843775963,71,2026-03,2026Q1,0.3642232492876527,True
TOM_ETHUSDT_SWAP_OKX_GLOBAL_4h_00139,ETHUSDT_SWAP_OKX.GLOBAL,4h,down,2026-03-11T07:59:00+08:00,2026-03-12T03:59:00+08:00,6991,6996,6,0.8333333333333334,2131.68,2134.35,-0.0012509663363553525,0.15039395574743653,-0.03978378378378389,downtrend_2atr;downtrend_3atr,downtrend_2atr;downtrend_3atr,,True,False,False,2,0.004069635993669385,-0.015725685177189752,6,2026-03,2026Q1,0.0012509663363553525,False
TOM_ETHUSDT_SWAP_OKX_GLOBAL_4h_00140,ETHUSDT_SWAP_OKX.GLOBAL,4h,down,2026-03-12T19:59:00+08:00,2026-03-15T03:59:00+08:00,7000,7014,15,2.3333333333333335,2153.66,2149.9,0.0017489185543513308,0.11047174140589133,-0.04957634598411309,downtrend_2atr,downtrend_2atr,,True,False,False,3,0.034210197750693894,-0.03246127919634256,15,2026-03,2026Q1,0.0017489185543513308,False
TOM_ETHUSDT_SWAP_OKX_GLOBAL_4h_00141,ETHUSDT_SWAP_OKX.GLOBAL,4h,down,2026-03-18T23:59:00+08:00,2026-03-22T15:59:00+08:00,7037,7059,23,3.6666666666666665,2837.0,2092.91,0.35552890473073395,0.38053527980535273,-0.0038133897031455977,downtrend_2atr;downtrend_3atr;run_length;trend_efficiency_20_ge_0.45;trend_efficiency_20_ge_0.60,downtrend_2atr;downtrend_3atr,trend_efficiency_20_ge_0.45;trend_efficiency_20_ge_0.60,True,True,True,6,0.35552890473073395,-0.042885543692152917,23,2026-03,2026Q1,0.35552890473073395,True
TOM_ETHUSDT_SWAP_OKX_GLOBAL_4h_00254,ETHUSDT_SWAP_OKX.GLOBAL,4h,up,2026-03-20T23:59:00+08:00,2026-03-27T11:59:00+08:00,7049,7088,40,6.5,2154.51,2679.81,0.24381413871367497,0.27778938134425,-0.06769056537217288,run_length;trend_efficiency_20_ge_0.45;trend_efficiency_20_ge_0.60;uptrend_2atr;uptrend_3atr;uptrend_5atr,uptrend_2atr;uptrend_3atr;uptrend_5atr,trend_efficiency_20_ge_0.45;trend_efficiency_20_ge_0.60,True,True,True,4,0.24381413871367497,-0.04974681017957683,40,2026-03,2026Q1,0.24381413871367497,True
TOM_ETHUSDT_SWAP_OKX_GLOBAL_4h_00142,ETHUSDT_SWAP_OKX.GLOBAL,4h,down,2026-03-26T19:59:00+08:00,2026-03-30T19:59:00+08:00,7084,7108,25,4.0,2604.6,2070.17,0.25815754261727286,0.3425773195876287,-0.05390826767792356,downtrend_2atr;downtrend_3atr;downtrend_5atr;trend_efficiency_20_ge_0.45;trend_efficiency_20_ge_0.60;trend_efficiency_20_ge_0.75,downtrend_2atr;downtrend_3atr;downtrend_5atr,trend_efficiency_20_ge_0.45;trend_efficiency_20_ge_0.60;trend_efficiency_20_ge_0.75,True,True,False,3,0.31334523341300335,-0.05518769079573049,25,2026-03,2026Q1,0.25815754261727286,True
TOM_ETHUSDT_SWAP_OKX_GLOBAL_4h_00255,ETHUSDT_SWAP_OKX.GLOBAL,4h,up,2026-03-29T23:59:00+08:00,2026-03-31T15:59:00+08:00,7103,7113,11,1.6666666666666667,1992.0,2054.99,0.031621485943774896,0.06222891566265054,-0.026104417670682722,run_length;uptrend_2atr;uptrend_3atr,uptrend_2atr;uptrend_3atr,,True,False,True,4,0.040868473895582236,-0.02520080321285123,11,2026-03,2026Q1,0.031621485943774896,False
TOM_LINKUSDT_SWAP_OKX_GLOBAL_1d_00025,LINKUSDT_SWAP_OKX.GLOBAL,1d,up,2023-01-01T23:59:00+08:00,2023-02-20T23:59:00+08:00,0,50,51,50.0,5.598,8.15,0.4558770989639158,0.5005359056806002,-0.016613076098606627,run_length;trend_efficiency_20_ge_0.45;uptrend_2atr;uptrend_3atr;uptrend_5atr,uptrend_2atr;uptrend_3atr;uptrend_5atr,trend_efficiency_20_ge_0.45,True,True,True,4,0.462486602357985,-0.18595927116827426,51,2023-01,2023Q1,0.4558770989639158,True
TOM_LINKUSDT_SWAP_OKX_GLOBAL_1d_00001,LINKUSDT_SWAP_OKX.GLOBAL,1d,down,2023-01-15T23:59:00+08:00,2023-01-19T23:59:00+08:00,14,18,5,4.0,6.888,6.405,0.07540983606557372,0.10278578290105655,-0.015718776793369527,downtrend_2atr,downtrend_2atr,,True,False,False,2,0.07540983606557372,-0.02437482527482593,5,2023-01,2023Q1,0.07540983606557372,False
TOM_LINKUSDT_SWAP_OKX_GLOBAL_1d_00002,LINKUSDT_SWAP_OKX.GLOBAL,1d,down,2023-02-09T23:59:00+08:00,2023-02-13T23:59:00+08:00,39,43,5,4.0,7.603,6.562,0.15864065833587304,0.17839429634221937,-0.02675371223758327,downtrend_2atr,downtrend_2atr,,True,False,False,1,0.15864065833587304,-0.01375199722374143,5,2023-02,2023Q1,0.15864065833587304,False
TOM_LINKUSDT_SWAP_OKX_GLOBAL_1d_00003,LINKUSDT_SWAP_OKX.GLOBAL,1d,down,2023-02-18T23:59:00+08:00,2023-03-12T23:59:00+08:00,48,70,23,22.0,8.187,6.114,0.3390578999018645,0.3866869918699185,-0.025357142857142967,downtrend_2atr;downtrend_3atr;run_length;trend_efficiency_20_ge_0.45,downtrend_2atr;downtrend_3atr,trend_efficiency_20_ge_0.45,True,True,True,5,0.3715865304071031,-0.08496370860260871,23,2023-02,2023Q1,0.3390578999018645,False
TOM_LINKUSDT_SWAP_OKX_GLOBAL_1d_00026,LINKUSDT_SWAP_OKX.GLOBAL,1d,up,2023-03-10T23:59:00+08:00,2023-04-18T23:59:00+08:00,68,107,40,39.0,6.212,8.724,0.40437862202189323,0.41564713457823577,-0.04958145524790725,run_length;trend_efficiency_20_ge_0.45;uptrend_2atr;uptrend_3atr;uptrend_5atr,uptrend_2atr;uptrend_3atr;uptrend_5atr,trend_efficiency_20_ge_0.45,True,True,True,5,0.40437862202189323,-0.11880231809401165,40,2023-03,2023Q1,0.40437862202189323,True
TOM_LINKUSDT_SWAP_OKX_GLOBAL_1d_00004,LINKUSDT_SWAP_OKX.GLOBAL,1d,down,2023-04-04T23:59:00+08:00,2023-04-09T23:59:00+08:00,93,98,6,5.0,7.366,7.116,0.03513209668353001,0.04854092526690379,-0.03129931614939507,run_length,,,False,False,True,5,0.03513209668353001,0.0,6,2023-04,2023Q2,0.03513209668353001,False
TOM_LINKUSDT_SWAP_OKX_GLOBAL_1d_00005,LINKUSDT_SWAP_OKX.GLOBAL,1d,down,2023-04-18T23:59:00+08:00,2023-06-20T23:59:00+08:00,107,170,64,63.0,8.724,5.08,0.7173228346456693,0.8672945205479454,-0.007959972708664997,downtrend_2atr;downtrend_3atr;downtrend_5atr;run_length;trend_efficiency_20_ge_0.45,downtrend_2atr;downtrend_3atr;downtrend_5atr,trend_efficiency_20_ge_0.45,True,True,True,5,0.7388877815427546,-0.1212352690265297,64,2023-04,2023Q2,0.7173228346456693,True
TOM_LINKUSDT_SWAP_OKX_GLOBAL_1d_00027,LINKUSDT_SWAP_OKX.GLOBAL,1d,up,2023-05-11T23:59:00+08:00,2023-05-15T23:59:00+08:00,130,134,5,4.0,6.372,6.658,0.04488386691776536,0.052573760200878894,-0.025109855618330235,run_length,,,False,False,True,4,0.04488386691776536,0.0,5,2023-05,2023Q2,0.04488386691776536,False
TOM_LINKUSDT_SWAP_OKX_GLOBAL_1d_00028,LINKUSDT_SWAP_OKX.GLOBAL,1d,up,2023-05-25T23:59:00+08:00,2023-05-30T23:59:00+08:00,144,149,6,5.0,6.247,6.579,0.05314550984472555,0.06867296302225068,-0.011525532255482696,run_length,,,False,False,True,5,0.05314550984472555,0.0,6,2023-05,2023Q2,0.05314550984472555,False
TOM_LINKUSDT_SWAP_OKX_GLOBAL_1d_00029,LINKUSDT_SWAP_OKX.GLOBAL,1d,up,2023-06-10T23:59:00+08:00,2023-07-20T23:59:00+08:00,160,200,41,40.0,5.017,8.065,0.6075343830974684,0.6741080326888576,-0.06876619493721359,run_length;trend_efficiency_20_ge_0.45;uptrend_2atr;uptrend_3atr;uptrend_5atr,uptrend_2atr;uptrend_3atr;uptrend_5atr,trend_efficiency_20_ge_0.45,True,True,True,7,0.6075343830974684,-0.13613713374526593,41,2023-06,2023Q2,0.6075343830974684,True
TOM_LINKUSDT_SWAP_OKX_GLOBAL_1d_00006,LINKUSDT_SWAP_OKX.GLOBAL,1d,down,2023-07-02T23:59:00+08:00,2023-07-07T23:59:00+08:00,182,187,6,5.0,6.838,6.213,0.10059552551102535,0.13305716652858335,-0.004513029553064429,downtrend_2atr;run_length,downtrend_2atr,,True,False,True,4,0.10219213410702777,-0.0015966085960024134,6,2023-07,2023Q3,0.10059552551102535,False
TOM_LINKUSDT_SWAP_OKX_GLOBAL_1d_00007,LINKUSDT_SWAP_OKX.GLOBAL,1d,down,2023-07-14T23:59:00+08:00,2023-07-17T23:59:00+08:00,194,197,4,3.0,7.144,6.67,0.07106446776611697,0.10880024833152269,-0.028952018485795872,downtrend_2atr,downtrend_2atr,,True,False,False,1,0.07106446776611697,0.0,4,2023-07,2023Q3,0.07106446776611697,False
TOM_LINKUSDT_SWAP_OKX_GLOBAL_1d_00008,LINKUSDT_SWAP_OKX.GLOBAL,1d,down,2023-07-20T23:59:00+08:00,2023-09-04T23:59:00+08:00,200,246,47,46.0,8.065,6.017,0.3403689546285522,0.44378804153240226,-0.049275020629494404,downtrend_2atr;downtrend_3atr;downtrend_5atr;run_length;trend_efficiency_20_ge_0.45,downtrend_2atr;downtrend_3atr;downtrend_5atr,trend_efficiency_20_ge_0.45,True,True,True,5,0.3586590296495955,-0.0949952278856343,47,2023-07,2023Q3,0.3403689546285522,True
TOM_LINKUSDT_SWAP_OKX_GLOBAL_1d_00030,LINKUSDT_SWAP_OKX.GLOBAL,1d,up,2023-08-04T23:59:00+08:00,2023-08-09T23:59:00+08:00,215,220,6,5.0,7.169,7.717,0.07644022876272838,0.10405914353466317,-0.032082577765378706,uptrend_2atr,uptrend_2atr,,True,False,False,2,0.07644022876272838,-0.013251499511786835,6,2023-08,2023Q3,0.07644022876272838,False
TOM_LINKUSDT_SWAP_OKX_GLOBAL_1d_00031,LINKUSDT_SWAP_OKX.GLOBAL,1d,up,2023-08-18T23:59:00+08:00,2024-03-11T23:59:00+08:00,229,435,207,206.0,6.171,21.18,2.4321827904715603,2.724193809755307,-0.09479824987846375,run_length;trend_efficiency_20_ge_0.45;trend_efficiency_20_ge_0.60;trend_efficiency_55_ge_0.45;uptrend_2atr;uptrend_3atr;uptrend_5atr,uptrend_2atr;uptrend_3atr;uptrend_5atr,trend_efficiency_20_ge_0.45;trend_efficiency_20_ge_0.60;trend_efficiency_55_ge_0.45,True,True,True,8,2.4321827904715603,-0.5407551450332204,207,2023-08,2023Q3,2.4321827904715603,True
TOM_LINKUSDT_SWAP_OKX_GLOBAL_1d_00009,LINKUSDT_SWAP_OKX.GLOBAL,1d,down,2023-09-07T23:59:00+08:00,2023-09-12T23:59:00+08:00,249,254,6,5.0,6.259,5.993,0.04438511596863015,0.09022818324333759,-0.02522971499766391,downtrend_2atr;run_length,downtrend_2atr,,True,False,True,4,0.06772432616854318,-0.02333921019991303,6,2023-09,2023Q3,0.04438511596863015,False
TOM_LINKUSDT_SWAP_OKX_GLOBAL_1d_00010,LINKUSDT_SWAP_OKX.GLOBAL,1d,down,2023-09-28T23:59:00+08:00,2023-10-11T23:59:00+08:00,270,283,14,13.0,7.884,7.305,0.07926078028747452,0.11167512690355341,-0.046444121915820036,downtrend_2atr,downtrend_2atr,,True,False,False,3,0.09166435890335078,-0.04968028223575849,14,2023-09,2023Q3,0.07926078028747452,False
TOM_LINKUSDT_SWAP_OKX_GLOBAL_1d_00011,LINKUSDT_SWAP_OKX.GLOBAL,1d,down,2023-11-11T23:59:00+08:00,2024-01-03T23:59:00+08:00,314,367,54,53.0,16.295,14.181,0.14907270291234775,0.37719743069641654,-0.09472222222222215,downtrend_2atr;downtrend_3atr;downtrend_5atr;run_length,downtrend_2atr;downtrend_3atr;downtrend_5atr,,True,False,True,5,0.2575243093069919,-0.2816004906569348,54,2023-11,2023Q4,0.14907270291234775,True
TOM_LINKUSDT_SWAP_OKX_GLOBAL_1d_00012,LINKUSDT_SWAP_OKX.GLOBAL,1d,down,2024-01-17T23:59:00+08:00,2024-01-23T23:59:00+08:00,381,387,7,6.0,16.114,14.12,0.1412181303116149,0.18861104964225128,-0.027284800193166592,downtrend_2atr,downtrend_2atr,,True,False,False,3,0.1412181303116149,-0.03915749963076132,7,2024-01,2024Q1,0.1412181303116149,False
TOM_LINKUSDT_SWAP_OKX_GLOBAL_1d_00013,LINKUSDT_SWAP_OKX.GLOBAL,1d,down,2024-02-11T23:59:00+08:00,2024-02-23T23:59:00+08:00,406,418,13,12.0,20.289,17.868,0.13549361987911368,0.14951841359773388,-0.026906474820143855,downtrend_2atr,downtrend_2atr,,True,False,False,3,0.13549361987911368,-0.02126583160601725,13,2024-02,2024Q1,0.13549361987911368,False
TOM_LINKUSDT_SWAP_OKX_GLOBAL_1d_00014,LINKUSDT_SWAP_OKX.GLOBAL,1d,down,2024-03-02T23:59:00+08:00,2024-08-11T23:59:00+08:00,426,588,163,162.0,21.122,10.4,1.0309615384615385,1.6021929284218306,-0.08093290401183528,downtrend_2atr;downtrend_3atr;downtrend_5atr;run_length;trend_efficiency_20_ge_0.45,downtrend_2atr;downtrend_3atr;downtrend_5atr,trend_efficiency_20_ge_0.45,True,True,True,6,1.2410610079575597,-0.5339345402328242,163,2024-03,2024Q1,1.0309615384615385,True
TOM_LINKUSDT_SWAP_OKX_GLOBAL_1d_00032,LINKUSDT_SWAP_OKX.GLOBAL,1d,up,2024-03-20T23:59:00+08:00,2024-03-26T23:59:00+08:00,444,450,7,6.0,17.333,20.191,0.16488778630358292,0.22598511509836738,-0.061097328794784356,uptrend_2atr,uptrend_2atr,,True,False,False,2,0.16488778630358292,-0.04367391680609267,7,2024-03,2024Q1,0.16488778630358292,False
TOM_LINKUSDT_SWAP_OKX_GLOBAL_1d_00033,LINKUSDT_SWAP_OKX.GLOBAL,1d,up,2024-04-05T23:59:00+08:00,2024-04-09T23:59:00+08:00,460,464,5,4.0,17.5,18.388,0.0507428571428572,0.07125714285714291,-0.035942857142857165,run_length,,,False,False,True,4,0.0507428571428572,0.0,5,2024-04,2024Q2,0.0507428571428572,False
TOM_LINKUSDT_SWAP_OKX_GLOBAL_1d_00034,LINKUSDT_SWAP_OKX.GLOBAL,1d,up,2024-04-14T23:59:00+08:00,2024-06-02T23:59:00+08:00,469,518,50,49.0,13.441,18.347,0.3650026039729186,0.4298787292612156,-0.07968157131165843,run_length;trend_efficiency_20_ge_0.45;uptrend_2atr;uptrend_3atr;uptrend_5atr,uptrend_2atr;uptrend_3atr;uptrend_5atr,trend_efficiency_20_ge_0.45,True,True,True,5,0.4054013838256081,-0.1904620191950004,50,2024-04,2024Q2,0.3650026039729186,True
TOM_LINKUSDT_SWAP_OKX_GLOBAL_1d_00035,LINKUSDT_SWAP_OKX.GLOBAL,1d,up,2024-07-05T23:59:00+08:00,2024-07-22T23:59:00+08:00,551,568,18,17.0,12.333,15.009,0.21697883726587208,0.2252493310630017,-0.09997567501824378,run_length;uptrend_2atr;uptrend_3atr,uptrend_2atr;uptrend_3atr,,True,False,True,4,0.21697883726587208,-0.07329927835887462,18,2024-07,2024Q3,0.21697883726587208,False
TOM_LINKUSDT_SWAP_OKX_GLOBAL_1d_00036,LINKUSDT_SWAP_OKX.GLOBAL,1d,up,2024-08-05T23:59:00+08:00,2024-12-13T23:59:00+08:00,582,712,131,130.0,9.425,27.622,1.9307161803713524,2.279893899204244,-0.13877984084880635,run_length;trend_efficiency_20_ge_0.45;uptrend_2atr;uptrend_3atr;uptrend_5atr,uptrend_2atr;uptrend_3atr;uptrend_5atr,trend_efficiency_20_ge_0.45,True,True,True,6,1.9898143236074266,-0.519045092838196,131,2024-08,2024Q3,1.9307161803713524,True
TOM_LINKUSDT_SWAP_OKX_GLOBAL_1d_00015,LINKUSDT_SWAP_OKX.GLOBAL,1d,down,2024-08-24T23:59:00+08:00,2024-09-07T23:59:00+08:00,601,615,15,14.0,12.233,10.132,0.2073628108961707,0.31608391608391617,-0.036240447490742844,downtrend_2atr;downtrend_3atr,downtrend_2atr;downtrend_3atr,,True,False,False,3,0.263348135908293,-0.05598532501212228,15,2024-08,2024Q3,0.2073628108961707,False
TOM_LINKUSDT_SWAP_OKX_GLOBAL_1d_00016,LINKUSDT_SWAP_OKX.GLOBAL,1d,down,2024-09-13T23:59:00+08:00,2024-09-19T23:59:00+08:00,621,627,7,6.0,11.292,11.217,0.006686279753944868,0.12481322840920406,-0.022506925207756212,downtrend_2atr,downtrend_2atr,,True,False,False,2,0.0940800310047476,-0.08739375125080273,7,2024-09,2024Q3,0.006686279753944868,False
TOM_LINKUSDT_SWAP_OKX_GLOBAL_1d_00017,LINKUSDT_SWAP_OKX.GLOBAL,1d,down,2024-09-25T23:59:00+08:00,2024-10-03T23:59:00+08:00,633,641,9,8.0,12.37,10.533,0.174404253299155,0.19551560838890492,-0.04692195084367057,downtrend_2atr;downtrend_3atr;run_length,downtrend_2atr;downtrend_3atr,,True,False,True,5,0.174404253299155,-0.03562797224604353,9,2024-09,2024Q3,0.174404253299155,False
TOM_LINKUSDT_SWAP_OKX_GLOBAL_1d_00018,LINKUSDT_SWAP_OKX.GLOBAL,1d,down,2024-10-20T23:59:00+08:00,2024-11-05T23:59:00+08:00,658,674,17,16.0,11.889,10.767,0.1042073000835888,0.17946428571428563,-0.04567346283512608,downtrend_2atr;downtrend_3atr;run_length,downtrend_2atr;downtrend_3atr,,True,False,True,5,0.14361292804924952,-0.12684862092236437,17,2024-10,2024Q4,0.1042073000835888,False
TOM_LINKUSDT_SWAP_OKX_GLOBAL_1d_00019,LINKUSDT_SWAP_OKX.GLOBAL,1d,down,2024-11-10T23:59:00+08:00,2024-11-15T23:59:00+08:00,679,684,6,5.0,14.574,13.186,0.10526315789473673,0.1458447991194276,-0.050430023455824924,downtrend_2atr,downtrend_2atr,,True,False,False,2,0.11251908396946564,-0.021147414609854476,6,2024-11,2024Q4,0.10526315789473673,False
TOM_LINKUSDT_SWAP_OKX_GLOBAL_1d_00020,LINKUSDT_SWAP_OKX.GLOBAL,1d,down,2024-12-08T23:59:00+08:00,2025-04-07T23:59:00+08:00,707,827,121,120.0,26.237,11.291,1.3237091488796384,1.5974655974655971,-0.15468135833494434,downtrend_2atr;downtrend_3atr;downtrend_5atr;run_length;trend_efficiency_20_ge_0.45,downtrend_2atr;downtrend_3atr;downtrend_5atr,trend_efficiency_20_ge_0.45,True,True,True,5,1.3237091488796384,-0.38035083406297354,121,2024-12,2024Q4,1.3237091488796384,True
TOM_LINKUSDT_SWAP_OKX_GLOBAL_1d_00037,LINKUSDT_SWAP_OKX.GLOBAL,1d,up,2024-12-30T23:59:00+08:00,2025-01-20T23:59:00+08:00,729,750,22,21.0,20.322,25.91,0.27497293573467174,0.37944099990158464,-0.12292097234524146,run_length;uptrend_2atr;uptrend_3atr;uptrend_5atr,uptrend_2atr;uptrend_3atr;uptrend_5atr,,True,False,True,4,0.27497293573467174,-0.26670603287078054,22,2024-12,2024Q4,0.27497293573467174,False
TOM_LINKUSDT_SWAP_OKX_GLOBAL_1d_00038,LINKUSDT_SWAP_OKX.GLOBAL,1d,up,2025-02-25T23:59:00+08:00,2025-03-06T23:59:00+08:00,786,795,10,9.0,14.752,17.244,0.16892624728850314,0.1969224511930585,-0.11083242950108463,uptrend_2atr,uptrend_2atr,,True,False,False,2,0.16892624728850314,-0.16452006507592198,10,2025-02,2025Q1,0.16892624728850314,False
TOM_LINKUSDT_SWAP_OKX_GLOBAL_1d_00039,LINKUSDT_SWAP_OKX.GLOBAL,1d,up,2025-03-21T23:59:00+08:00,2025-03-25T23:59:00+08:00,810,814,5,4.0,13.876,15.336,0.10521764197174988,0.12294609397520917,-0.003315076390890681,run_length,,,False,False,True,4,0.10521764197174988,0.0,5,2025-03,2025Q1,0.10521764197174988,False
TOM_LINKUSDT_SWAP_OKX_GLOBAL_1d_00040,LINKUSDT_SWAP_OKX.GLOBAL,1d,up,2025-04-07T23:59:00+08:00,2025-08-23T23:59:00+08:00,827,965,139,138.0,11.291,25.8,1.285005756797449,1.4681604817996634,-0.10539367637941721,run_length;trend_efficiency_20_ge_0.45;trend_efficiency_20_ge_0.60;uptrend_2atr;uptrend_3atr;uptrend_5atr,uptrend_2atr;uptrend_3atr;uptrend_5atr,trend_efficiency_20_ge_0.45;trend_efficiency_20_ge_0.60,True,True,True,9,1.3284031529536797,-0.49667877070232924,139,2025-04,2025Q2,1.285005756797449,True
TOM_LINKUSDT_SWAP_OKX_GLOBAL_1d_00021,LINKUSDT_SWAP_OKX.GLOBAL,1d,down,2025-04-24T23:59:00+08:00,2025-05-06T23:59:00+08:00,844,856,13,12.0,14.865,13.363,0.11239991019980544,0.1260510567381259,-0.03039592981540662,downtrend_2atr;run_length,downtrend_2atr,,True,False,True,5,0.11239991019980544,-0.05202149839171155,13,2025-04,2025Q2,0.11239991019980544,False
TOM_LINKUSDT_SWAP_OKX_GLOBAL_1d_00022,LINKUSDT_SWAP_OKX.GLOBAL,1d,down,2025-05-10T23:59:00+08:00,2025-06-23T23:59:00+08:00,860,904,45,44.0,16.426,11.755,0.397362824330072,0.5315617715617715,-0.0853101681701749,downtrend_2atr;downtrend_3atr;downtrend_5atr;run_length,downtrend_2atr;downtrend_3atr;downtrend_5atr,,True,False,True,4,0.44150943396226405,-0.14676001934581273,45,2025-05,2025Q2,0.397362824330072,True
TOM_LINKUSDT_SWAP_OKX_GLOBAL_1d_00023,LINKUSDT_SWAP_OKX.GLOBAL,1d,down,2025-07-20T23:59:00+08:00,2025-08-03T23:59:00+08:00,931,945,15,14.0,19.722,16.229,0.21523199211288446,0.27849085958770914,-0.044476744186046524,downtrend_2atr;downtrend_3atr;run_length,downtrend_2atr;downtrend_3atr,,True,False,True,6,0.24965150171080985,-0.07356088915755321,15,2025-07,2025Q3,0.21523199211288446,False
