,A1_4h,A1_1d,A2_4h,A2_1d,A3_1d,B1_4h,B1_1d,B2_4h,B2_1d,C1_4h,C1_1d,C2_4h,C2_1d,C3_4h,C3_1d
2023-04-23 00:00:00+00:00,-880.1998427422529,307.1492422205707,-909.210672061211,610.3902354899865,375.24159275474835,913.1410740668725,0.0,-760.685918419991,881.6686667958004,-518.3436620730918,291.10074307577287,-67.88746898599736,-63.31153517836131,0.0,0.0
2023-04-24 00:00:00+00:00,582.3815314831079,-247.2323407057154,604.9886320122015,-405.39692095070745,-232.08609215333894,-597.2501162572569,0.0,604.8244986373804,-584.1663543429498,-638.9606923050545,57.455157722352396,137.7040127281914,67.6115862861976,0.0,0.0
2023-04-25 00:00:00+00:00,205.346735610218,-59.12721598627945,211.87700437812475,-166.96157950356042,-145.25498923116308,-221.9287864366803,0.0,211.66500152233186,-206.27950450243225,-819.5145510159682,-189.8969576193904,-310.33242728711963,-108.49880497332296,0.0,0.0
2023-04-26 00:00:00+00:00,-1045.7383588143252,491.5794765028405,-1083.0270840787118,759.4365374730767,608.3071211535358,-91.39788914579168,0.0,-1068.6600224607619,1042.6578197563485,-208.62532020177906,508.02105405839507,306.8662265713826,297.68751618717204,0.0,0.0
2023-04-27 00:00:00+00:00,-3372.634086154957,-626.9592774127169,-765.8311233482586,-395.0888246003248,-274.42040028731424,282.30835528011585,0.0,801.1243028571088,-785.3407104048558,-775.9515430432194,-783.3406703867147,-238.1691776624591,117.19326600819079,0.0,0.0
2023-04-28 00:00:00+00:00,1057.8213864281913,665.0422200331684,0.0,993.1609029572685,763.7626203103264,-261.939788929935,0.0,-1549.7526991863213,1505.5545255269542,1545.1290523789908,1569.5512963814936,-301.84271728186184,-297.70006901761303,0.0,0.0
2023-04-29 00:00:00+00:00,292.0294539446618,247.81097212609802,0.0,-306.16001955680434,-307.9163690667194,159.37955989172184,0.0,-271.1764910121395,165.33137700784278,121.71493967446415,116.03063338821178,-453.6184938264644,-444.02760711215194,0.0,0.0
2023-04-30 00:00:00+00:00,-6.863777049235523,122.82005959845118,0.0,372.0214672390098,235.4661389763025,-366.08658177141416,0.0,-538.6097763997716,336.62046431431804,-45.44691117434447,-48.43428167338391,-211.42796180607218,-214.3335273763151,0.0,0.0
2023-05-01 00:00:00+00:00,-400.71599106683493,-397.0678226724571,0.0,-617.7008473607865,-378.69955896247467,83.54976872090609,0.0,515.1437132702357,-875.2139625299104,-459.2598286597361,-464.73985169572836,-70.22284050545235,461.00132769787695,0.0,0.0
2023-05-02 00:00:00+00:00,-332.9152625373591,-500.95851627087916,0.0,-880.2309804729542,-735.0430879830421,-779.1662829742003,0.0,-254.59668615854488,-1245.409944189738,-1344.7704655900584,-970.2134483315724,-262.0699695162828,-379.4717730713909,0.0,0.0
2023-05-03 00:00:00+00:00,-664.1843401912384,236.38687767056226,0.0,522.6617475865398,484.64583946541575,481.423826604993,0.0,-686.7639713161158,648.8085123387397,111.32414058275462,48.80451489788696,333.9146055665328,166.41481878815378,0.0,0.0
2023-05-04 00:00:00+00:00,-643.4979693351415,174.0338741730148,0.0,582.3680053369758,459.84826402824035,-452.26602336549354,0.0,-614.6176337458821,586.8404925710454,-184.69738381481068,30.326759470659383,14.318710403663147,11.226955948767227,0.0,0.0
2023-05-05 00:00:00+00:00,230.19275925662424,-384.83662844998685,0.0,-515.1872152773599,-361.80782494785024,-48.679018643235345,0.0,557.6484549609952,-782.401564130723,-101.49969708174595,-132.58938068238226,160.377092180672,-49.8770620119721,0.0,0.0
