feature,split,bucket,sample_count,early_trend_count,early_trend_rate,early_uptrend_count,early_downtrend_count,nontrend_count,nontrend_rate,direction_match_rate,avg_forward_return_4h,avg_forward_return_1d,avg_forward_return_3d,future_2atr_hit_rate,future_3atr_hit_rate,monotonicity_score,feature_predictiveness_score,train_validation_consistency,oos_consistency,train_bucket_boundary_low,train_bucket_boundary_high
trend_efficiency_55,oos_ext,q40-q60,1291,275,0.21301316808675447,105,170,12,0.009295120061967466,0.4763636363636364,0.0020830359524097015,0.005328977306401437,0.008886948309820213,0.3981409759876065,0.2378001549186677,0.5704179233477621,0.0574793118767693,True,False,0.09210901714990659,0.15428398467590937
trend_efficiency_55,oos_ext,q60-q80,1294,248,0.19165378670788252,103,145,30,0.023183925811437404,0.43951612903225806,0.0022411856042483195,0.004110532494852309,0.015498069287136535,0.38717156105100464,0.23106646058732613,0.5704179233477621,0.0574793118767693,True,False,0.15428398467590937,0.24381915603603088
trend_efficiency_55,oos_ext,q80-q100,845,158,0.18698224852071005,86,72,7,0.008284023668639054,0.25316455696202533,0.002006411421700013,0.006690223498030459,0.010057593746763127,0.46272189349112425,0.2781065088757396,0.5704179233477621,0.0574793118767693,True,False,0.24381915603603088,0.6713798574646943
trend_efficiency_100,train_ext,q0-q20,2040,422,0.2068627450980392,209,213,21,0.010294117647058823,0.45260663507109006,0.0017016211663861878,0.00611113356678886,0.009371744925272032,0.4284313725490196,0.28823529411764703,0.3222283937642142,0.0818627450980392,False,False,0.0,0.031978694482398866
trend_efficiency_100,train_ext,q20-q40,2039,491,0.24080431584109857,260,231,14,0.006866110838646395,0.5112016293279023,0.0009580843649387349,0.004409138311705431,0.006649848171063394,0.4561059342815105,0.30456105934281513,0.3222283937642142,0.0818627450980392,False,False,0.031978694482398866,0.06913741032428998
trend_efficiency_100,train_ext,q40-q60,2040,513,0.2514705882352941,257,256,12,0.0058823529411764705,0.47953216374269003,0.001169240320297428,0.0036747617214367896,0.006487708133768549,0.4661764705882353,0.29411764705882354,0.3222283937642142,0.0818627450980392,False,False,0.06913741032428998,0.11171481016099238
trend_efficiency_100,train_ext,q60-q80,2039,500,0.24521824423737126,259,241,12,0.005885237861696911,0.466,0.0018284551563522713,0.005910678427201185,0.014401561361010656,0.4977930358018637,0.31436978911230995,0.3222283937642142,0.0818627450980392,False,False,0.11171481016099238,0.18607752872894456
trend_efficiency_100,train_ext,q80-q100,2040,346,0.1696078431372549,125,221,10,0.004901960784313725,0.33815028901734107,0.0025996792666258027,0.008265840701927171,0.017191813233044237,0.4759803921568627,0.32401960784313727,0.3222283937642142,0.0818627450980392,False,False,0.18607752872894456,0.47723408715094245
trend_efficiency_100,validation_ext,q0-q20,1387,280,0.20187454938716654,183,97,13,0.009372746935832732,0.6428571428571429,0.0028338872226627053,0.004683400322386547,0.0017916891054709156,0.4534967555875991,0.32732516222062,0.3222283937642142,0.0818627450980392,False,False,0.0,0.031978694482398866
trend_efficiency_100,validation_ext,q20-q40,1621,405,0.2498457742134485,230,175,27,0.016656384947563233,0.4888888888888889,0.0004447040395222869,0.0034033394043701424,0.0040414630425280205,0.473164713140037,0.3541024059222702,0.3222283937642142,0.0818627450980392,False,False,0.031978694482398866,0.06913741032428998
trend_efficiency_100,validation_ext,q40-q60,1634,411,0.25152998776009794,234,177,14,0.008567931456548347,0.4257907542579075,0.0012945756791083788,0.004807086790716407,0.007171252082858272,0.45226438188494494,0.3261933904528764,0.3222283937642142,0.0818627450980392,False,False,0.06913741032428998,0.11171481016099238
trend_efficiency_100,validation_ext,q60-q80,1928,511,0.2650414937759336,317,194,13,0.006742738589211619,0.3659491193737769,0.0017656595858038789,0.004819905291534484,0.006867598006289686,0.43568464730290457,0.30757261410788383,0.3222283937642142,0.0818627450980392,False,False,0.11171481016099238,0.18607752872894456
trend_efficiency_100,validation_ext,q80-q100,967,269,0.2781799379524302,170,99,13,0.01344364012409514,0.3420074349442379,0.003462378266220866,0.011336449069462537,0.013164933538522171,0.40537745604963804,0.281282316442606,0.3222283937642142,0.0818627450980392,False,False,0.18607752872894456,0.47723408715094245
trend_efficiency_100,oos_ext,q0-q20,1149,202,0.17580504786771106,77,125,6,0.005221932114882507,0.5099009900990099,0.0004014567466248279,0.004334317971565462,0.0038434806949815504,0.45430809399477806,0.28807658833768496,0.3222283937642142,0.0818627450980392,False,False,0.0,0.031978694482398866
